review_id,user_id,business_id,stars,date
940tqxFO4Pwg_KMg4Y4Z5g,O6wkgoJqU7KMjleSlCDGaA,EQ-TZ2eeD_E0BHuvoaeG5Q,5.0,2018-01-10 01:48:58
k7HWRysS3ICXxzhbddCemw,Vn8iqqu3T8QkmOlyH82zDA,a1u9Bxrq_fZxl2pgqQUcJA,4.0,2018-07-17 00:10:34
cCs7yPSyk8NdA-Ufoz_7hw,FodM8aoGMQO2zsQCQxBTYQ,v5ktgWMAARaczTMh2rAJKg,2.0,2017-12-27 02:57:57
g7MfpJGKQUGowCvIcrB91A,ci7Q6NvXQ8UZrBHusVX18g,V6Om7YZhlRQRU7WfuxHq8Q,4.0,2017-07-08 21:23:54
mUMveMkONaNYXmNig65xhQ,iwxNSCgu-lEXtLSdPI4EyA,EDjEVzmoQVHzboFqC-M6Ew,5.0,2017-11-18 20:45:15
KZaBBKr4uWWK1TpqiBMUMg,2khAy7DTp3dUmeDJ4ZYw6Q,cBp1fn2LXpSHe4VbTXLYEw,5.0,2018-08-23 21:52:18
GY2rCySJI41AXWMXvrDTJg,nnImk681KaRqUVHlSfZjGQ,nFjk0xVI9fNiVN__5g-m8Q,5.0,2018-02-23 22:49:01
AFBxqbyqu_rWk9Ax_-zesg,d0FbFaZuJWfai0RYsUS7qw,N9-NRK8PPvi73tduxoPKbA,3.0,2017-06-17 20:08:16
YpDx1X1OvnwUgdkHeZNvWw,OfhZlqYMrCVAhM-bt_cQug,J-ciDDEdIHMcChGIyKZnOg,4.0,2017-02-09 15:35:11
jlvaJo1I56NrZ1Q1CUuuRw,17jzGkFYCvB5Q0fjJEzVAA,otQS34_MymijPTdNBoBdCw,4.0,2017-06-17 17:17:29
2xIYKNiMuDpF2wWjT1RIKg,isilLts_tupKm4-pN2FAFQ,o2ETM4XZXENkzuAaYT2GIg,4.0,2018-04-15 14:49:21
1KPGzX7SK6-F1AuLCOZvbw,KWLxxZKAcdUOBqBLMPW22w,wa_bwyY57etHjtJ2Fw0E3g,2.0,2017-05-26 21:44:54
cvL4g3ycHGJIA2azYMnkHw,-u1pc6o7QmtdrN5i23CIng,oLc7k78_YcDMnMCdbC-h1A,4.0,2017-04-19 12:08:34
HHmH0sczDaXK5-iKA3Q9dw,BiD10AVyLSU4ZugC-0zi8Q,0cB1kDuZCvSwpJrNdtQP8Q,1.0,2018-03-23 19:31:46
zKZAppIn3yZVp7sTw-8ZLw,au30JemWvCjjTp5vWdOLow,Gw7UW0E2BguzL9suQnwDeg,5.0,2017-08-28 23:42:14
h67ml8WCL7N5yhSBJtdoPw,8bKjmdE9h9Jc8hzCO7EJsQ,j5U5O3scMvPe67jzJcWFug,5.0,2017-08-16 15:51:51
ndy1YoqgJ6BXsqPvFs9mkg,3Co7fpeBhUJGFJKbh1JAkw,B7nlRFe3EeQwAWpUpefGHA,3.0,2017-08-28 22:34:34
t4vzUBVfAPfg7i1EB9Y_6Q,vFd8aBLg1kFcd0kCkoi-xw,GUMVStVaJfWmCIpQA4TtHg,4.0,2018-03-15 20:24:34
0bT9gQpQO6MX3KVv5jrtdg,9wvR3a-jGWmth9rgttgU2w,4SneIG3-02kRCgQx-hu51Q,4.0,2017-05-26 01:02:46
rE4CB9_glMM2ZhKBEeyKWA,MCTozYpoezrFbbpHOOqmSw,dMhslmjZ0dJov0sMCxf39Q,5.0,2017-01-15 14:07:55
GnuFKewHFclApqd_yXnnjw,JW5W4OZCohTvZlRF1jzrTg,u7_3L1NBWgxhBM_B-cmmnA,4.0,2017-04-30 15:00:27
ZBx_hZHW_eLHdDJHX_GBIg,Hv9siU3zfE1zJ-GyBxOQKg,35GCFtezJ3upyqGf-zJ8MA,5.0,2017-01-27 23:10:10
ycnrk17MxCkAsjKocEg3bg,ekHqweyORBYqSou6pOl2uQ,HCbJPXWXvwN-C7XfmVy3gA,3.0,2017-01-02 21:08:51
7ym4hsISxBUwa3ugL7cL9Q,SEPSy_TUicGdTg-_72aOmQ,IwqFmo-RJs15WvA8PVHFnA,5.0,2018-05-19 15:04:56
Eb1OSTtYfY-Et9Sa42g8QA,qz1XgXvvtRR8WKyWUXSJig,wUnLSg_GKfEIQ5CQQ770_g,5.0,2017-02-20 02:14:55
g8bYpcVdj3tItU7v3ntOzQ,KfOG8p1WKeKpud3TzNGnmg,Zx7n8mdt8OzLRXVzolXNhQ,4.0,2018-05-28 20:45:22
rnyCUpFeNzS7J0ojgbDKdA,0EgbVtQfdNQq3Tapxwl_sw,VCjvaX_78oEKG3I9oTJEag,4.0,2017-03-03 23:37:39
XiAI47_GWuqV0cxwuYB3Bw,zg2FNzIq6s7n41H1E5NnWg,DsKzHnkLKnxZTVsFpts4oA,4.0,2018-05-28 20:37:32
NgMX1BwJd5meAWEqXVC_OQ,e9pCi-A2zVniFyNqVzBzpA,_KSRzh-ZxwKB3YcRlZQsGA,5.0,2018-07-07 20:29:58
5-jOuGmG3pR-tV4t-Z_ZEA,xWo5LSE7Tv3gNp-rGE9qZw,u7_3L1NBWgxhBM_B-cmmnA,3.0,2017-06-07 01:16:56
-a1oXSx2ryjhABWgRmbGMQ,nO7W9zBspe2yBwpLtw18lA,0wQCEcpZ57TmTm6EmEDsIw,4.0,2017-08-28 21:12:29
qMVwOQNDqYzwodlFJ81GNw,pqlLJVba9KAtahkjvNINYg,Dv6RfXLYe1atjgz3Xf4GGw,4.0,2018-07-26 12:37:10
EHEnA6AIWMSkz44UFuOpPw,H-kSAP2ZjKWGZR9Icj09OA,9dm_v79s9-pefMahqp1SkA,4.0,2018-07-07 20:42:49
cIY-1dh_AggHAseMnMQkng,d8z61FRYZzvEqjWNqS8Xlw,ICqgjbOpBD9SUtE5PQC9sA,4.0,2018-02-01 21:12:28
eR2WN8v6l52W0jJ3NJIv-Q,iXzIbm_zyZ6tZUM3amuJNQ,QkyEr9j7il9lJqseTbPe5w,4.0,2018-04-27 20:08:54
EWmkTBDTjOQpckZtyMudIQ,IZ6HdSnPbJqvvG4S6GBaWg,oqP1oQEycpp4J6u5YebRoQ,1.0,2018-07-26 14:21:11
iuwbcokeZwBNOnU1F3DI-w,Fdrt8GUWl1jyN6EWS7mW2A,9V0LMtO1riRw9-pUuG4NFg,5.0,2017-05-13 17:25:23
ly8zfN5hp4s57_MfL6sOEA,IlizsR-UvmFa1V9iskTYjg,geUiM_VTRmUz6dViO7E-jg,5.0,2017-07-18 22:48:44
Ug7X5xfd3YsnZwniqZ2HkQ,-THLGnsYKu3yQAsy_tt1fw,qs9d6iGos9UO4BzhVmJ9UA,5.0,2017-07-08 18:57:48
pvM11aNlL7Di1m4Ce8Vc1Q,3KQPKFsnNdeAOqo5f8vTfw,dpwkz52tHB2MCPv53I2aRA,5.0,2017-03-03 23:50:03
8YLmnA2LuDj_XqEkc_GnzQ,4qEBMFM2SiGe3oHCRfyNwQ,tYCok-NtWvg8_k7woeB83w,5.0,2017-08-07 23:48:51
HcYulXMN_jgausdUXNhBSA,J0HY6uvoRL2Rh7bc8mvfqA,3StNEgKAwpCFR1q0urmJrw,5.0,2018-02-24 19:10:30
MvaEcN28TAT7bbnfoUeBeQ,10dW9AMs9mlPVHfpLKbrYQ,nk2a2nI1jfln9zLpxEvTnw,5.0,2017-10-11 18:32:03
MM2X6ZhpDcX5xGt3gCnd3w,9AaD1lH1VCPlAZACrzo1mw,Zx7n8mdt8OzLRXVzolXNhQ,3.0,2018-09-25 20:06:58
Mb5k1Gllt2_x8l_0WM3lUg,Xw7ZjaGfr0WNVt6s_5KZfA,Iso6F11o-W4g6d7OUEaMng,4.0,2017-10-02 18:22:13
r7mKyEcShrHjgPfGNZ52Bg,s_C3YVr2PQ0G9VJjP4cdqQ,-cE9GrThz6HHn2zdpoqY_w,1.0,2017-12-02 19:58:07
IsoXPOJTR4S9tLHVDpz74Q,KWVIxZIbQq3hLgrbIqWpOQ,LCpHFLUQhVMhfpNngtf_Ew,5.0,2018-02-11 04:56:29
YUrsQ-YfGhCt9cidSqMXJw,xsEf_8uNdQKyKDtcU48cqw,W8Z4rXYkmZlEVSaxIVjyvg,2.0,2017-06-28 02:09:09
s8qRccQsAxGT4z7BE5A7_A,J2tpajUShfcIx467_FQtrw,bP8Y5cHMda64Z3tGA-cYzw,5.0,2017-12-29 23:13:18
jZ9PM4QjTpzm2zuwfof_KA,ww9_6ZkOAddBZi8uF3Ix0Q,3y61A28PQDZ4weeeTRfIlA,4.0,2018-02-24 18:35:27
uJImr7yWonLmW3ywNbUhiQ,40SHsUCXAnsFInqxJ3Unjg,oJ4ik-4PZe6gexxW-tSmsw,4.0,2018-08-05 02:17:13
abH_AUx1cylLv7cj3CyyGQ,akv8uZ1X6POqCWXYcnbXfA,cB_9eHHfo9me96cZup-lZQ,5.0,2018-02-11 04:29:50
jvoscRFrS3pA4CgwqEceUg,j3cmlhUwxmbHjTwHiLuhVA,bQKqeYwaHNal7JFAXzCMFg,5.0,2017-06-17 17:00:46
AO67EtsqZBR5ejquui4hHA,FbQiilAZrTValxD_X3cPZw,f4vbnGoGo3eWorVekctVGQ,5.0,2018-09-14 05:57:07
Ac6kBYiSpqZMFoQW6jT8XA,-puea0ToOJktj_Lkt4PBOg,Envz99GhwMkfMg7LzDQeUQ,4.0,2018-08-04 23:43:07
8ZDUB-Y6JFxex541jHprGg,bIXslp2Sojhp9OcA-PNTvw,-zsvmEbkd-K9K2DAAKqiEQ,5.0,2018-07-17 02:59:05
3CNNRy_eOgC9L2D2lm0zqw,q9MGXvVu4-jM568s6Qwf7g,EZuIzN2oAdZt-dkbdwH0pw,3.0,2018-10-04 17:33:25
ANhpRdWXxuC2OTt7RblZ6Q,TPdzRQGdxoF3MOrJFrASLQ,9gObo5ltOMo6UgsaXaHPWA,5.0,2018-05-08 16:57:31
6oTtfNY1PeAQCCpIP59Gcw,gik82gFrE3oqeAPdkvh_QQ,cxupofYLq46bxBHpKyFwsQ,4.0,2017-03-03 19:15:40
_KlvkeloUlnVy7QVoPO7PQ,ku3mEYpxmDSBNID4D01HMw,kKPJLiHIr9Gd9sYs3GhxDQ,5.0,2017-07-08 19:07:20
OZLKicbO1W51nW6pIU5ZyQ,b47MFJu3LYjv6xmCRv0dUA,SIoCIxjn4jLt2O-4DajWJw,3.0,2017-11-06 17:27:49
p8UzaYxSUY3xzUfD6G0kzA,cnl88G_wcYp4rjInlKKMrw,W8Z4rXYkmZlEVSaxIVjyvg,4.0,2018-04-04 23:33:31
HpRnIREsKOfwM1tqDDaz6A,oXi09pKvHJtd4SZPKiNZlg,encfXG_jrG1M6gX1IqrHrw,1.0,2018-08-23 21:58:35
lc1nGI-KGJ7FnFng1Onmyg,QnOd-IUERb2U0KQsNp3yow,bRRlWJeuPtmI3UuGhh43Wg,4.0,2018-08-04 21:38:56
jzfO6zmCBI6JOH_mCUtXrw,GijHO9238eUBrigqBkXBnA,g04aAvgol7IW8buqSbT4xA,5.0,2018-05-19 03:21:45
_6vBvpjjQqz99Gk8yBCdYw,BOU25_BWQnLdFJBKUe2XdQ,SVSafDWg9r2Q5XEVOLPSSA,3.0,2017-07-08 17:22:30
x7_gzfwPOaeAmb2FlJpkdw,PEViG7aFfeo9nAD66IIgeQ,iDGohK_mkqnAfLeWC4P4TQ,5.0,2017-12-29 20:18:59
HrYtx4z77i84rgXgOJ60HA,mcx0aeOgvt4Yul5lrvLPeg,u_S84xiDCRJ3CV204CIYuQ,4.0,2018-03-16 02:53:19
cWIVbtHF-b73rxjcaUB0cA,JzupCYb6JmSOY1uau40ZXw,gEJ3a8-m6VB827e6GHromw,4.0,2017-03-04 05:43:10
6_3e54OjnFnTxSgKrUZ21g,DbNKK25oOzfHxyfBHlOaDg,S2Ho8yLxhKAa26pBAm6rxA,5.0,2018-04-15 13:52:39
_m53UNILO8Z7t3dAlkiOCQ,F7WK15KWANbP776XPUkKgg,y1HgVnt4K5owmYXC5yXLGg,5.0,2017-07-08 17:44:16
T0_6TV24Zp-VYgWPoYwjHA,UXR0j0j7RPOsS8NT4pMIVA,kKPJLiHIr9Gd9sYs3GhxDQ,4.0,2017-07-28 20:37:54
a5Fmk_AKuHdJRFgrmucIyw,872FORir4mzJpEM74EbXdw,4_W5pstoN1166TGjjPOrMg,2.0,2017-09-09 04:48:26
cQcRQDEuAfT27fdW_kT5cQ,g9RJ3rbeIp5ZbMnGPqvOUA,dChRGpit9fM_kZK5pafNyA,5.0,2018-06-19 18:25:55
-DjIfoNFAiT5J4kF9hXocQ,SrfDRvGKI8FQq9LCr0dQuQ,gebiRewfieSdtt17PTW6Zg,3.0,2017-01-14 23:31:35
zP15Owguw8iMlGsyUIqhzA,oZrdegflQt6Ple2B7cykWQ,9V0LMtO1riRw9-pUuG4NFg,4.0,2018-05-19 13:20:57
U8uHKMJoA6ET7KFdgXPwXA,IeSz60ozr1yAVIH8CX9w9w,TV81bpCQ6p6o4Hau5hk-zw,4.0,2018-08-14 19:02:12
yYd9mySLhy2tgtl8CCXHhg,94ICh-yDZXOOGu-e33C6RA,vN6v8m4DO45Z4pp8yxxF_w,5.0,2017-11-06 16:37:45
lE_PvrQencyiNiJpVz8W6w,HB5trhLKarXUXWCGz-SEyQ,n5P6-HWN3kFSYBxfVfDxEg,4.0,2017-02-09 13:24:21
5nfGh2u2Y4to1sXVyrc7ZQ,EZuDkzg-Lz2uvFOB_fWfOw,eaDZlSuVS0EY67Ke6pRP6Q,5.0,2018-03-15 22:34:13
mC8vVOCEZRWL_AMW4p-I_A,TZaAQvX5nv6um1oDOJWodw,7tN8hIXdQlfc7Lf5OOyjeg,5.0,2018-09-03 19:04:13
f8KcJWaaallKb5kwz6OJRg,0iO2UIaDQabGT-SHjg9OVA,4FhRbipPKfjk9absHHrfaA,3.0,2018-02-11 02:49:51
F7J9_AaIhHaf9vYenxuO3g,9ECJ7lTeMhjrbwtQzd6QdA,ltBBYdNzkeKdCNPDAsxwAA,4.0,2017-12-16 00:36:24
VMOxl5rmfJIa785fZWu1Ug,QwIoijOXtXwvqkjniQPb1Q,-ujBP1Dw0j1-Ffaz97-LXQ,5.0,2017-09-08 23:35:27
rgQX5YhiYbylslXq_OWKBg,orHVoIN1Oj_rK3KDqcGBIQ,o1XFkEB34jUry4Vk_L1xdg,3.0,2017-05-26 06:18:52
9vZou645Dj84ywYWW_WLvA,hT_om-nME8mV2cpxr7e37Q,iSJlDpeYlhUYLGpkVwolMA,5.0,2018-08-04 21:45:13
fMwpUJ5eKSlkTx0VRP_oNA,VCkAwaDIFDpr3_bg71o2kw,J-ciDDEdIHMcChGIyKZnOg,4.0,2017-08-16 16:29:52
R3TNDNoRUiVfRgvvczy0mg,-Dt5o6GpQcXQfVeWpHNtDg,BVndHaLihEYbr76Z0CMEGw,5.0,2018-04-15 19:51:54
P2RmX3ubUp_ZSQGV4zMGNQ,ivR0iBkcU--B0tg2Gm6FFw,I0I2mkCOPTYVSLpc8A8VVw,5.0,2017-05-13 15:04:07
iBkTk_s1DoXEOQwA9WjRxA,6lq2eopOkyYHFZ7WQuuZkg,BjBDHqHhMXSxgyVipccznQ,4.0,2017-08-07 20:14:53
9dYZ3NTE6wYBv359Ad9Qwg,vEFJfeis4LEuM-y4qZvXAA,htO_nlxkEsYHzDrtbiUxew,5.0,2017-08-07 20:27:48
hVSLkhqvzAXGqJArnAg-wg,adKonsQWY64vJYglPotH5Q,c7OfNRMIqAhtNOMEat3Rbg,3.0,2017-01-02 07:19:54
ZF_zNylSk_tTlDs3dGCpvQ,FdtW-2cTQ6lOjzJYw9W5uQ,WLLmkBjtN8mr2vWTU8aaCQ,5.0,2017-01-02 16:52:51
56aoyXFcAFs-GxfaLp91YQ,ur1iQz6TuEClyYYo4fd2Og,nX2105_S9lUhB5rbhC2n2w,5.0,2017-05-13 20:54:34
7MiCS6BTDZ8JWMvJvoBuAg,EUw0l5UC1_Xv6Q_6TtOdEA,Dv6RfXLYe1atjgz3Xf4GGw,4.0,2018-05-28 22:39:48
9ntCEU8M_YBa0TIxxM1roA,BMXA8HiAuOQboRikPt6Xgg,XyGRDrgCK0z4CiA6nhwEaw,3.0,2018-07-17 02:44:51
bbpB27n9v6PI7q4H-jk7Fw,Q4BT5uUNY5WTJ1EgpXO0Yg,bCIZeggW02uPdz2lobSjUA,1.0,2018-09-03 06:09:39
BK_K0Mk-tOKOT49W_m3jEw,W0MGsP-ddYG86MHfgoxOOQ,ugNplY4SZqIfP417oUxahQ,2.0,2017-07-08 17:32:54
y6WdYTSR78VEgFvju_7CYQ,ej4kPMsfm3sEktEekcPW2Q,qOdsOVOM98hHj1SCRscjHg,4.0,2017-06-17 18:07:25
dNXs84rjPLUoFuwhhGtcdg,fDeqCfPyHvivz7mfc4A4Uw,dMhslmjZ0dJov0sMCxf39Q,1.0,2017-01-14 23:17:25
ljlip5S2hqb76p_pIlLPSg,vQs7uSrq04otWXLALYVcsQ,Zx7n8mdt8OzLRXVzolXNhQ,4.0,2018-04-15 17:43:23
wXihreUojvy9rZGNNXb1QQ,Vn8iqqu3T8QkmOlyH82zDA,f4vbnGoGo3eWorVekctVGQ,2.0,2017-12-15 23:14:43
4ekotxgV3ThnuOtrqMWEyA,yGlX267e1cfThMwyDtmYEw,GApqfwJMxg4t2tk3K2PpMw,5.0,2018-06-08 23:26:29
HeioJLOsXTRZHbKuNR8-7w,9xXV2ByElrqjmJj3K4tf0w,-lhHSR1Aws4CyYC1XOPVTw,1.0,2017-11-06 16:55:18
I-LDQkBHlzPlqG-97LMr0w,sWyRv7ucsU3qWcBtFMs0uw,MbzgGsMQpGyVrUJXi_Jw0Q,3.0,2018-02-11 05:41:08
w6bTf8gApFoRYuFdfI1WYA,aNu11OSW0g_hVHrcLiJwmA,6aoXAXNrL7KrGBVRYBMFWw,5.0,2017-12-02 20:50:15
0KlwfaHZyvao41_3S47dyg,Wbuln6K4xlwyj5WMoYdjNw,w9hS5x1F52Id-G1KTrAOZg,2.0,2018-05-19 03:23:38
Ehy1HBTEGUcWcjaVGVjnfw,B1OVDsstzC_RaESmtd1oWQ,cBp1fn2LXpSHe4VbTXLYEw,5.0,2018-01-09 22:28:51
sbrXX8E03JY0IWvWlbr0WA,oCNcyV-Ol2b6Z1xd8gXDRQ,wuzoQhym6ll3fjAiVgIJbw,4.0,2017-08-29 00:47:59
a2GrIOgg1Mqsm8C201xSEw,wR7pFcXKEVvpr2pM4jr50A,VJEzpfLs_Jnzgqh5A_FVTg,1.0,2017-11-06 16:25:53
ritaBoBrtl4dtKy9u5TM4Q,51JJkhsMSXl1UWIwIeIwtg,qhsJbgxVNDb0973r3Gjrow,4.0,2017-11-06 18:29:04
rscaivo_w1HXmAo7iE3ApQ,ku22MtUUexmvtzXKvJmt4Q,CyGVQVUf9NVbBKK9V0pxUg,5.0,2017-03-27 14:21:04
8ZhvFEoqBPrmN1DDVJz_uw,MqcfaSdLXh7H1Aey_HPUsw,oaboaRBUgGjbo2kfUIKDLQ,4.0,2018-03-16 03:05:05
9XwzassGe6EqIhhKXBeuxQ,F2BWFCujn3z0XmdTIibL0Q,j8JOZvfeHEfUWq3gEz6ABQ,4.0,2017-10-25 01:09:06
8ta8lrYpcapshozNkrntjQ,vLPnQDSSj18al51PJLnofA,SwWfW3vBn5QkDE7T3urGAg,4.0,2017-11-06 19:22:27
YvTuXdZaHROlO9IFz7f3zA,4HV-tQI7PQIxi-a41BZnxw,2KIDQyTh-HzLxOUEDqtDBg,5.0,2018-04-27 18:45:38
0g1gi5MANr_JDKLUOJuv6Q,Xg3xmx2QYZUA2LHDVYZSfQ,XV-jiJ6yb0LXlh4EyEWbqQ,5.0,2018-06-26 18:43:08
Fk1PhR1GnHSxkIPmIzW84g,MoPHU2apVagM7dtQcAAJVA,ROcx9FXq206zfI77MGo1Yw,3.0,2018-05-08 22:05:49
npsKbOeBExOtyjg_HTvLqQ,imhUgZdEXe-JLZT381S6-w,LiQrY7UQVkPhszXKAgOCTw,4.0,2018-05-19 03:44:08
k2xLaBwvRoHhFkcJ8DDTMw,JKvGx3YKsSFc5qV4lh9CGQ,Dv6RfXLYe1atjgz3Xf4GGw,5.0,2017-07-08 19:54:02
UIdwf-jBIcKU1abq4jmllw,9ByDrDF5Y8JTrf89KFwqlQ,zIUUlBoQOQqQLoi2ElcWAg,5.0,2017-05-13 04:10:14
WF_llTiqD1Zz14RgOAqxrA,z9h4AXLMP29mytkzDXIYOw,oqP1oQEycpp4J6u5YebRoQ,5.0,2018-09-03 14:13:24
M8u2O0kHVQkj-6sHYYwzAQ,Wa-IuPcHjQlzgZXbiLN-9A,nRKndeZLQ3eDL10UMwS2rQ,5.0,2018-09-14 18:46:05
WGJLIsPuUg1iQ_sdlUct4Q,2Ub3NQomPLCXvnmyDLYopw,lhsQkb5nhf-Kd5OvgB9MNg,3.0,2017-06-27 22:47:16
hIVhjUu69elqWcpWN4hxSg,nJR5ZlxwDMx39pIbnsTFAg,nRKndeZLQ3eDL10UMwS2rQ,3.0,2017-10-25 15:50:51
34hxDSv4jAgsQMgv5alB3Q,iMOUd14Z9dfWLIQ1lctOFg,US2-dEVvnOdde7Syi18TTw,3.0,2017-12-29 16:18:45
eXmQcAEp-cdetwomYDd3-Q,XgCIyHjoL3DC3VyLcffbQw,bmz4siaejdjs4_yS_mYW4A,4.0,2017-02-09 18:41:35
renFsYK9jeTeipRalZt_DQ,GAq5N-pCzYbhrB4DgoXOtA,TV81bpCQ6p6o4Hau5hk-zw,5.0,2017-07-18 23:53:06
-yL4xLiEX3ltd4a_LrpaKQ,YhOeYiE0ujfTJTRwyIDvHQ,nYuwfmjaYdeJgZU_Q_ugaA,5.0,2018-03-23 18:30:38
lILAvrYepmErCxA4YF0hvQ,4Bq_ebtUjIFYK2gumKicHA,kjhIbW8NKRvXmLDwz7lzhw,4.0,2018-09-14 13:45:20
yVywVKIq0upolEb85hbUCg,_dFoCuVVpgPi1o8l6xwHXw,xkTjLbBC7uB-rAIDqAm-sw,5.0,2017-02-19 06:32:58
WqyuRwOoDQMWWxXXxr4nsg,GFbRjorep0IDR9RiEXUwBA,NT5S6JV5wPwKOd3s3Yh1zQ,5.0,2018-07-07 22:27:59
L7gDseKdYkZVuHJD2wUETQ,sb43mzg6jtjplDqQbLji2A,T4-vocFpzwlIxAQIi22FFA,5.0,2017-12-02 21:59:33
cxteSRtOhI5vINOO-KpSRg,FLIBb1aknOo6YoneepiNmA,_EKvNMC2Mm67HzqNIzLgXg,5.0,2017-07-19 00:28:47
nLKdQ4Eth8IUdJBO2sOxzw,KpPmv-99jCtrJeYVXl-syQ,Xkn6vebYLTY1aCe2J07MfA,4.0,2018-04-15 12:20:37
m6A-2qqaPq4o70hEE_wn6g,aJUw1sziC7ts3pXPmCuZ4Q,dyVKL3qKsz_XDxtjpbNcgQ,4.0,2017-06-17 21:49:38
4QJ5kj6QlwOJsivxaJrGJg,S4DeWtPTgXQ0vPS3H0Aw6A,2iQucreJtTqbEsLczhsgrA,5.0,2017-02-09 21:19:33
RWtsC7CAEa3JIdIQkPw8Og,EG40sFToZEzZa5C7aIAlSQ,zLViSytSrWambgwGECNyZA,5.0,2018-05-28 20:22:46
k7O9c67OkK2dro1t59aEOA,AgIpcTMIXj1mzQgiYzPH3Q,VZfc50XVwgdCecH4YbGNFg,5.0,2018-08-04 23:28:07
4VwqS8zmN7TRbpeLOto8HQ,Es6VKnZGzchPQHW7oXtwEA,dChRGpit9fM_kZK5pafNyA,4.0,2017-11-18 23:43:27
BsLb6BqVsgafGPL1dMpnAw,agxI5iO9tJ94W-birXt-Dw,VRGYwKE_Z77frm5NwLvJhw,4.0,2017-03-27 02:29:37
V9s2YC0XqL4ybxrAMudWzw,jZVnUeVcoJxQ7N0FT5vBng,khVgwowtBDRWHp77qDFmqQ,4.0,2017-07-08 18:26:55
wQQcZp9_6bNk7x8MbrZY0g,bRjlTob-Fd6wI2jXep5M4w,ugNplY4SZqIfP417oUxahQ,4.0,2017-06-28 01:53:53
1oSWjC__T_pMLKYtm7oYIg,bwWGVLbtdSlcsvkc2Ttu6w,Vnob_w_Aohf7ZDqxcJ9z2A,1.0,2018-04-04 03:52:02
p6a0RpE7E3ydxpUHeFB1-Q,-0KrCHEsOcjJ6N4k_k1A9A,gEJ3a8-m6VB827e6GHromw,4.0,2018-04-15 12:19:40
InQgyrBnsaOAXZSTHVMo6g,6R0Ei5VkF7C80-ZMzFNbrA,I3LSnL6UfkgoslMzXSYvDA,3.0,2017-05-13 17:33:39
oiXjvGiRSrjTMhwR_phshg,V0husSGYlIY6dmxgIi1Zsg,tFpstYqxugKHzeyNUsuD_A,4.0,2017-07-18 18:59:16
zfoY2MjIlq7AUoQ2bNCicw,l3ElIU_Wsz16qnBp690mvA,2SYEGA2fZLdzZQ9lmIfM5Q,4.0,2017-11-06 19:34:04
Of-FnItUDCe9sYR54_-87w,tFxy_TEDnXa5pLTIM-nlRg,ju4YP8SLdR_BmWr_-Xh83Q,3.0,2017-11-06 22:47:38
Y_M_U4zk4uexzDmQJsPHpA,HZ6bwFuPs1apPpuc48R1AA,L-YdO_NODKXXT3bkS0nUpg,2.0,2018-05-19 17:42:28
odVgvvhgWeEuhy9yVndFyA,DbNKK25oOzfHxyfBHlOaDg,sdFJSq-EgmtplIwUamRwTQ,3.0,2018-04-15 13:10:54
TXdSx0kuskVYGXbZ0RLWiQ,JhKAgKjSuhzATNByqHTANw,2FnoLyEO0nq7g2Wz8x7Z5A,5.0,2017-11-06 19:43:03
7L4O5x5PoAr06-gbuudCKw,LmaOptmkvxVEvftB3_AsFw,sophKEDc2rBDe-cuOaJDkA,5.0,2017-10-24 22:51:50
9_a3SmEx14w9CAduI4sfKQ,ofi6PnMgv-LuB39I1I6bWg,yeHLiKNp0hyR-ig4M6us-w,5.0,2018-07-17 00:28:20
