review_id,user_id,business_id,text,stars,reactions
-up4mW6WdqzGrRh7t_pLmA,xbybLiQockAzC4xAlzFrGg,EpREWeEpmR8f1qLHzzF0AA,"After living in the STL area for way over 10 years now, I am both ashamed and remorseful to admit that I ate here for the FIRST time just a few weeks ago. I am ashamed because it's a St. Louis tradition and remorseful because I missed out on it for so..many...years!   This place is amazing. What is not to love! It's a factory where you can get a tour (Friday-Sunday, noon-5pm on the hour), there's a shop, bar, and dining area. They also host many event with live music on the weekends. It's fun to just kind of wander and look around - don't worry, you'll get a chance because there will likely be a wait before you dine. The beer is, of course, amazing. The Hefeweizen is my personal favorite and a great start for anyone who is not a huge beer drinker (like myself). Additionally, the food is homegrown and damn good. I had the pizza (recommendation from my server) and it was really spectacular, though I'm admittedly a pizza connoisseur so I enjoy a good pizza pie more than most probably ;P My date had a bison burger which was also really good.   More fun info: the service is great! I think they tend to hire more funky and alternative people (like tattoo parlor staff) which I support. The quality is what makes this place stand out along with the emphasis on local food and brewery.   It is a little on the pricier side but for all the experience you get and the quality, it is worth it. I will go again and again and you probably should, too!",5.0,0
JzBhoRVecH9pO0BBiJNQqw,Pbry-b9xBgHlWlbGlYbTZg,b7V_5q22_eTeHlYzq1bpFw,"I visited this restaurant 4 times during my 5 days stay. Crazy, right? Here are a list of reasons/pros:  - We were staying a nearby hotel. - The restaurant opens 11 - 10:30 pretty much every day including new year's day so it fits into our schedule. - If you are a party of two, chances are you get seated right away. - $9 per dozen of oysters which is a really great deal by any standard! - They have a seafood shop next door that sells boiled and fresh seafood to- go. - Our server (same) is very friendly and recognized us every single time.  Now I want to talk about the reasons why I only give it 3 stars.  - We tried a bunch of stuff which are all pretty mediocre. Raw oysters are not cleaned well. So if your schedule is flexible, go to Superior Seafood during their happy hours for their 50 cents/oyster - better quality and cheaper. Turtle soup has a strange taste so I definitely prefer Felix's. A portion of my boiled shrimps are always mushy somhow, maybe boiled for too long?... - The ambient is inviting but not comfortable so we basically just finished our food and go.  - Clean the bathroom!!  Will probably visit again if we stay in the area next time or simply just pick up some seafood quickly.",3.0,3
PPgbLBvi34A6m7bKJfTwhw,3TL6HZ1JrKcNTvGDWKlrow,GyC36Pn0Q1-qHnqXys6yFg,Service and management terrible... After messing up all 4 of our orders the waiter got mad and started cursing... The manager offered our drinks to be free.. What a mess. The food was cold and nasty didn't even eat half of it and waited over an hour... I will never dine in any cracker barrel again after this experience...,1.0,0
jSoo6p_GpvYRHG2QK6WE2g,EfG0nInFMbiO9Hy7A6B2cQ,fGYnHzFr1z2kv7bPRW6VMA,Sometimes this food is very very good.  Unfortunately it's not consistent.   Ordered something I've been getting for years and every other time it tastes incredible. It's like they have different people in the kitchen and you don't know who you will get. So 50 % of the time it's excellent.  UGH.,3.0,1
yyrMqY7sNp5gT7KJ1AaYWA,pitYOVSsF8R1gWG1G0qxsA,GBTPC53ZrG1ZBY3DT8Mbcw,"We have been here twice for brunch and have enjoyed it immensely. Everything we have tried has been delicious, particularly the grits with scallions and sour cream. But the room is always freezing so be sure to bring a sweater!",4.0,0
zcj7iTXdSz0GCBOReMTeiQ,X8XCFMZN8pFlWEZcKuKzZw,Zx7n8mdt8OzLRXVzolXNhQ,"A menu that satisfies everyone's cravings! Clean, trendy, and delicious! I definitely recommend going early (before 9 am) as the wait tends to get longer after 9 am! But honestly, it is soooo worth the wait. You will leave there feeling so incredible satisfied!",5.0,0
e4H9r1BSvBGAVQ-HvelnhA,1wN_Q-1fg46ZomOzf2tg5w,6p07zfmJWvytr0paqpyvbg,Worst place I've ever visited. The bouncer was rude and he didn't have to be. This place thinks just cause your on broadway you can treat people bad and over charge.   I'm not a tourist I live here and will never visit or recommend,1.0,1
940tqxFO4Pwg_KMg4Y4Z5g,O6wkgoJqU7KMjleSlCDGaA,EQ-TZ2eeD_E0BHuvoaeG5Q,"Milktooth is the place to go if you want a good breakfast cocktail and a twist on traditional brunch. At first glance of the menu, you may think you've never heard of any of these foods for breakfast, and you may be right. I guarantee no matter what you order, you're going to enjoy it.   Milktooth is one of the most popular brunch places in Indy, which means you will typically have a wait. Trust me, it's worth the usual 30 minute wait (on weekends). To make it go by a little faster, they've got a walk up bar for their coffee drinks and pastries. Snack on one of those to give you a preview of the amazing meal you're about to have.  Their menu changes from time to time but they have a few things that stay one the menu but change ingredients. I love all of their variations on a Dutch pancake, and their raclette grilled cheese is to die for.  If you're making this a boozy breakfast, don't pass up on the michelada. And sit outside if it's warm enough!",5.0,3
k7HWRysS3ICXxzhbddCemw,Vn8iqqu3T8QkmOlyH82zDA,a1u9Bxrq_fZxl2pgqQUcJA,It's was okay service was a bit on the interesting side as the person was new. Food presentation was good though they need to either add rice or more potato salad to the gumbo. Sprite was flat but I didn't need it anyways.,4.0,0
xilt6zGZ3Nqo2_fogn3jjA,u1cvQWB0lB4YsIbtSlUR7g,_aKr7POnacW_VizRKBpCiA,"By far the best deli I have ever been to in the US. YEP, the US. Lots of crazy choices and oh it is hard to pick!! The Muffalata is so big 4 people can share. It is so tasty and amazing! Go on Saturday or Thursday night when they have live music! The special is always a good pick and don't worry there are plenty of sides to choose from. Great Chili, potato salad and of course chips. GO NOW...",5.0,2
x-1wBBwja9l2Hr5bgqsG0A,L-2Qdi16eMRbATGDP6ADHg,mQvRi0nm84Www71d4qOheQ,Excellent food. We tried three appetizers and five entries and all of them were a hit. This prices are reasonable and the service is good. I'd go back again and again.,5.0,2
cCs7yPSyk8NdA-Ufoz_7hw,FodM8aoGMQO2zsQCQxBTYQ,v5ktgWMAARaczTMh2rAJKg,The service here has gone down. We used to go here a lot but now we go to another one. The service was slow and forgotten about.,2.0,0
a5JHzBrWxRd_OmIvV7znDA,04JlTjJRbcv_kS9xVPhOdg,WM3q-7scdPUei6fu4SJFYw,"Went here based on the high ratings and raves from people.  The entire experience was underwhelming from start to finish.  Their website which is fairly useless if you want to figure out the menu before going, you have to pick your location choice out of 3 locations and then drill down to the bottom to see the weak descriptions of their menu offering, no explanations and no price, just this      Roast Beef     Roast Beef Combo     Roast Pork     Roast Pork Combo     Baked Ham     Baked Ham Combo     Roast Turkey     Roast Turkey Combo     Broccoli Rabe     Broccoli Rabe Combo   No explanation of whats in a combo (its just where they add cheese by the way)  The table placecard (instead of menu) had a more detailed description than the website.    When I walked in, its more bar than restaurant, no big deal, but there were tables.  Since I couldnt decide and the sandwiches werent too expensive at $6.85, I got the roast beef and roast port combos.  I got my two sandwiches fast enough, but the roast beef was cold and the roast pork was hot.  Not sure how a cook (for lack of a better word) could serve 2 things at the same time with such a temperature differential, one was obviously sitting for awhile.  I asked the waitress to reheat the roast beef while I finished the roast pork, and supposedly it was reheated, since it was warmer, but it was still cold-ish compared to my roast pork I had just finished.  The waitress did offer to replace it when she inquired, but I was in a hurry and didnt really care for a hot version of this sandwich.  The sandwiches were very skimpy on meat, but they ""made up for it"" by adding too much gravy to make it overly messy and the bread was disintegrating.  The menu place card mentions the ""wet meat"" option where you get less gravy, I strongly recommend you get it that style, especially if the gravy overpower the meat and structural integrity of the sandwich.",1.0,0
M7h8K7PrLrN8yQb3RhHLdA,CysTz612pTix75Fye6-D4Q,WLiqfxv_GhFFA5sm878a2w,Blew $80 on food for the family was worth it food was hot and orange chicken best I've tasted in a awhile..now it will be the place we get Asian food!!,5.0,2
X-ibMbsz1nWAcetMERluBQ,6M7PMBWbBcp5VZ84AY3EFA,mLNSOU8Ki0Fm09xd6ZKkcA,"I had the Chicken Marsala recommended by our waiter. The chicken was very thin, tough, and dry. The pasta was under cooked and stuck together. There was absolutely no flavor. My friend ordered the lasagne and did not like it all. There was only a thin layer of pasta and no flavor. My other friend was still eating her dinner and they cleared her plate when she went to the restroom, after she told the waiter she was not finished. They did bring her a new meal in a doggie bag. The positives are a Great atmosphere and live music. I enjoyed dancing with my husband. However, very expensive for awful food.",2.0,1
kj5pjfid6pUP818rF0q6GQ,dWTrJdEPoZB8LkOPv_jxsA,cg4JFJcCxRTTMmcg9O9KtA,"This was my first time dining at Ava and I enjoyed most of it. We ordered the Ricotta cheese & toasted bread and although the flavor was excellent, I thought the bread to cheese ratio was off quite a bit. The ricotta came in a tiny ramekin typically reserved for flavored butters, so I expected more for an appetizer.   The two pizzas split among a couple of people were the sausage and the potato with rosemary. They were both tasty but I think they forgot the Rosemary on ours. Still yummy, tho! Another entree was the grouper w/Israeli couscous. Scrumptious!  Dessert was a must and the zeppoles, or sugared donuts, were amazing. The cherry tart a little less so, but one person at our table loved it, so maybe it was just not my cup of tea. The cherries were a sort of candied cherry-interesting, but sweet with a very dense crust. Again, just not my personal fave.   I will definitely return to try other menu items that looked great-like the pastas made in-house daily...that's next!!",4.0,0
g7MfpJGKQUGowCvIcrB91A,ci7Q6NvXQ8UZrBHusVX18g,V6Om7YZhlRQRU7WfuxHq8Q,"A wee bit pricey for the portions they serve. I come to Beck's for their gator gumbo over jambalaya. The whole thing is just so savory and the spices are just right. It's not overly spicy and not too salty as well. It's a great meal. The gator is in a sausage form. All chopped up into the gumbo. During this visit, I had to order their pasta. Chicken alfredo, for my 2 year old son. It was alright. The whole pasta tasted a bit dry. It's something I wouldn't get twice.  Verdict - Gator gumbo, end of story.",4.0,1
mUMveMkONaNYXmNig65xhQ,iwxNSCgu-lEXtLSdPI4EyA,EDjEVzmoQVHzboFqC-M6Ew,"Lots of improvements to this place. Much more comfortable environment now.  The chairs could be a bit more comfortable as it'd be nice to sit through an entire football game. Otherwise, this place has really improved.",5.0,0
sNm9Z4zILQ8HoSiYis-1kA,FqnSr3rWenjnF9taWyiHTQ,LnQRfj3pPz0369stRnwUWw,"Very good sushi. The peanut avocado roll is a must try. Delicious! I ordered the Volcano roll as well and it was amazing. The service was also great, very friendly customer service. I will definitely visit again even though it's far from where I live. If you find yourself near Valrico, then definitely visit this restaurant. You will not regret it.",5.0,1
mRnYZes0nj4sr8DsE_gWMQ,FuTJWFYm4UKqewaosss1KA,fgTOJRkc703E4XRdcr5zRA,"I've come from Cali where boba is very common there. However I was thinking this place would have had the same feel. After being told this place branched off from California, I was disappointed.   I'm more of a natural person. I enjoy real flavor, real fruits, and of course the perfect boba. I notice that some flavors were used by real fruits but others were just powder which I could definitely taste the different. Especially the taro flavor, being one of my favorites.   But, if you're not too concern about natural vs powder flavor then this place could be good for you. They ask what level you would like you sweetness and any additional add-ons you would like. I always get boba but sometimes the grass jelly is pretty good too! I'd recommend you try.   This is also a good place to catch up, talk, play board, card games and even do homework. I know it's always busy with students from the U of A and being told from them it's a nice area to just hang out, that's a pretty good sign.   Maybe I'm just too picky, but I think it could be better.   ""See it, taste it, Yelp it""",3.0,3
KZaBBKr4uWWK1TpqiBMUMg,2khAy7DTp3dUmeDJ4ZYw6Q,cBp1fn2LXpSHe4VbTXLYEw,"Finally had the chance to stop by Bab Cafe...what took us so long!  Both of us being Asian food fanatics, we are so happy to have Bab Cafe part of our ever expanding culinary experience here in Reno.  With the guidance of the very friendly and knowledgeable staff, we quickly got a hang of what to order, though there will be many more choices on our future visits.  Liking things a little spicy, we both ordered the Jeyuk Top-Bab (spicy pork).  What incredible flavor!  There is nothing that compares to this place in Reno.  The sauce bar gives you the opportunity to mix things up and the included miso soup is a definite bonus.  Great value for such a fresh, enjoyable meal.  Convenient downtown location to take away, dine in or have it delivered via UberEats.",5.0,3
GY2rCySJI41AXWMXvrDTJg,nnImk681KaRqUVHlSfZjGQ,nFjk0xVI9fNiVN__5g-m8Q,"Ichicoro Ane gets lots of things right and the best part about it is the combination of the ambiance with the food choices and whiskey selection. I'm very happy with this location and the servers I have encountered so far have been helpful and pleasant.  The katsu is great and I highly recommend it to people looking for a more filling dish on the menu. The bao buns were also good for a lighter fish. I haven't had anything I really regretted trying, but definitely ask your server about the portion sizes of each dish since they vary across the menu.  The cocktail selection is excellent. I even had a special Japanese Old Fashioned last time which was a little expensive, but well worth it for some quality Japanese whiskey.   I'm looking forward to exploring the menu little by little. The best way to experience this is in a group setting so you can try more things and it really reminds me of Izakayas or Japanese pubs I visited in Japan and Korea.",5.0,12
2gVVkSbDtMuorKG9q7kSQw,KhHwhL89YnbEw8RNM03C4A,oLc7k78_YcDMnMCdbC-h1A,"great taco's, nacho's, atmosphere and margarita's.  wednesday is triple special day.",5.0,0
LQO-g1dRDTzdX6Yxr_RTig,Wbuln6K4xlwyj5WMoYdjNw,gK9CdFaCXmHoW8aLfXiSqg,I went there for drinks and found the environment really nice with the brewery right there. The beer was good and the waiter was very knowledgable and kind,4.0,3
BIrLDhcGSnGoj7tRz4pC4w,u8YXsT2UCNlIlGHS3LAmPg,iI090K0JMViyPPh7Viovrg,"I met a buddy mine at this spot that I have always wanted to go to, but have never had the time. I walked in and sat at the bar. The police were investigating a burglary from the overnight it seemed some dirt bags broke in on a side door and stole a bunch of liquor from the bar. The bartender was great and service was prompt. I ordered a pint  of dark ale and my buddy and I split a order of wings. The beer was cold and the wings were very tasty. I remembered meeting the owners of the establishment at the last Italian Fest at the Farmers Market so I really wanted to like this place as they were very friendly folks. I will continue to patronize this spot as it was a great spot close to home and work. I also like the locally non franchised making it work attitude that this place gives. I really was very comfortable at this establishment and well tell the rest of fellow Yelpers to hit this spot!!!",4.0,0
AFBxqbyqu_rWk9Ax_-zesg,d0FbFaZuJWfai0RYsUS7qw,N9-NRK8PPvi73tduxoPKbA,"By far some of the most comfy theater recliners. My only complaint is that you have to put your feet down if someone wants to pass by you on the aisle. The bartender at the little lounge next to the theaters is a delight. And being able to drink in the theater is a nice plus. The drawback comes with concessions. At a peak time on a Saturday, there were 5-6 employees at the counter but utter disorganization and no hustle whatsoever. The popcorn was also burnt. Next time I'll eat beforehand and stick with the bar.",3.0,2
1nwMNWObHn1Aq-Yv2LTJQw,lEyAWBqX2Plyz041C09P5w,q72up2Av5yNNVPk7vdKg9w,"You would think from the size of the place it would be good for groups, but in my experience with 9 people on Saturday at 11am it was about a very hungry, tiring wait to get a seat.   We tried to make reservations, but they do not take them. And I think we were too small to be put in the side meeting room. So hangry we stood, hoping for just the right table to leave.  The manager was nice enough to offer to fill cups of coffee for us while we waited. But I thought it was odd that they just didn't refill the pot for everyone who was waiting.   Now for the food...They have these 1/2 and 1/2 combos. Which I love! I got a turkey Reuben and salad. I asked for lots of sauerkraut, and they charged $0.50 for it.. Which is no biggie but I'd expect a lot of kraut. Sadly there was not a lot of it.. But it was still a delicious sandwhich.  :) My friend got the sunrise chile rellenos. If I come back with a smaller party, that is what I would get.",3.0,0
X-CWXNjxwaqHwSME0Q3KpA,Jed-PEquPj78qyejkevQyQ,k6XrnjX2TBM_nDzD_XA9NQ,"Terrace Lounge appears to want to have a great cocktail venue, but they fall short.  One bartender didn't even know there was a new cocktail menu.  The cocktail was weak and watery, and the liquors they have here and throughout Peppermill are the most unfortunate corporate types.  The service is also very spotty.  It confounded me how four bartenders could not seem to handle about 45 customers.  They didn't have any bar areas, so they all floated around the circle, but then they'd stop, often just short of me and go to the waitress stations to fill their orders.  You can't really build up any rapport with four bartenders floating around trying to serve everyone.  I also hated the people there.  Sorry, but many were your run-of-the-mill casino gamblers.  Why don't you just sit at a machine and play?  You didn't come here for the drinks or to smooze with the bartenders, so seriously, go sit at a machine.  One just sat next to me and lite up a cancer stick and the smoke just blew in my face.  Look, if I walk into a bar and sit next to someone, it's their turf.  They can smoke, fart, vomit on themselves, if I don't like it I can leave.  But if I'm there, it's my turf.  Don't come sit next to me and smoke, fart, or vomit all over yourself.  Or at least be frickin thoughtful and if you see your smoke wafting in my face, put your cancer stick and tray on the other side of the bar so it wafts in your face.  Oh, you don't like smoke in your face???  Me neither moron.  Your life revovles around throwing away your pension money in a mindless electronic game of cards and killing yourself with carcinogens and toxins, well go kill yourself in private, seriously.  You don't see me walking up to a bar and slitting my wrists and burning my money.  It's gross.  I probably just realized this, but I really enjoy Cin Cin not only because they have the best cocktails in town, but they have no machines at the bar.  Peppermill, if you want to create a cool cocktail bar, ditch the machines, train your staff, or hire bartenders with better service skills, and buy some independent liquors.",2.0,2
EYtd1U-fzMWpo-zxMuI5Tw,ChoyWqiqMfKDYuqMKycnpw,yN6jZyG1G1FG_HCZQlJZ1g,"Tried the pulled pork, green beans, Mac n cheese and cornbread. It was all pretty mediocre barbecue. Not bad, not great. The pork was a little overdone/dry, but had a nice smoky flavor. The original bbq sauce is pretty sweet/syrupy. Ill probably go back, but I wouldn't if there was a better option as close to my house.",3.0,0
tfucaiy6lG5UbvbmTD4STg,wABHp4fGUC-0acRKhmQO2A,MMRRS6YhVRx_iN5-JhMRYg,"Awesome food, great place to split a bunch of delicious spicy, ultra flavorful dishes with a large group. It's the Chinese restaurant a lot of people know about for good reason - I haven't had a single bad dish here, and it's always a crowd-pleaser.",5.0,0
dpgq69tsI2f_GpRH71hQsA,Uk3X2AypU8AqvcYEVf7s6Q,eL4lyE7LNoXEMvpcJ8WNVw,"This was a tough one!   On the merits of the wine, fairly average... I understand that the winery has more than one lable and other label is their premium wines.  I look forward to when that is available (I went two weeks ago so maybe it already is)     Location..   what's not to like?  On the pier!  A wonderful outdoor patio,  couldn't have a nicer setting to enjoy your tasting....   The staff were super, super nice,  I would give them an A+!    So why only three stars?  It is because of the wine club!  Very expensive for the quality of the wines and stingy as HELL with the benefits to the members..   Most wine clubs will give you a free tasting every time you come in (after all, we are your best customers... we are the ones who buy your wine time and time again).  Some wineries will give their members a complimentary glass in leau of a tasting (Carr).   Most wineries allow you to bring guests which is how you get new wine club members.   This system works folks!  The way this wine club works is that you are given a very limited number of passes per quarter, five as I recall.   If I come with my wife once a month we wouldn't even be covered... let alone if we bring a guest!     So go to this winery if you want to enjoy a tasting in one of the most beautiful settings on earth.   But avoid the wine club!  For that you can pretty much go to any of the other wine tasting rooms on the Urban wine trail.",3.0,5
YpDx1X1OvnwUgdkHeZNvWw,OfhZlqYMrCVAhM-bt_cQug,J-ciDDEdIHMcChGIyKZnOg,Beautiful clean shop with knock your socks off Everything ... Homemade breakfast tarts and chicken pot pies . All sweets looked well beyond beautiful and delish. I felt some of the items were a tad pricey considering the sizes being on a smaller size. But I know premium quality costs more ..  It's a great place for locals and worth a trip if traveling from center city etc . I found counter staff to be most friendly and engaging  Will be back and certainly will recommend,4.0,0
17HtUNovDJr3hZerXmlrMg,dXgGp-vjO_TSIvLgNz5uaw,o3RGMdSY37_PX1k1vZsXpA,"This place is a hidden gem.  It is located in a strip mall, but this restaurant is anything but a strip mall restaurant.   My husband took me here for my birthday and I was blown away with the whole experience.  It's a very modern, romantic atmosphere.  The food is excellent.  I was shocked by the Fois gras-amazing.  I had the prix fixe menu and I loved ordering 3 courses.  The short ribs were great, but I want to try something new next time.  The desserts were awesome.  I usually take caramel, but there was a caramel tart that was to die for.  Can't wait to go back!!!!",5.0,1
jlvaJo1I56NrZ1Q1CUuuRw,17jzGkFYCvB5Q0fjJEzVAA,otQS34_MymijPTdNBoBdCw,"I was told this place is a must for a Sonoran hot dog. I was visiting from out of town and had never had one. It was good, but the whole Sonoran hot dog isn't really my thing (too many components for me) so I can't say it was great. The guacamole on the other hand, was great! I also had the taco combo - the chicken and carne asada were very good but the cabeza was slimy. BK has a salsa bar that allows you to help yourself to your own toppings and I appreciated that. Service was good, food arrived quickly. It was pretty packed during lunch on a weekday.",4.0,0
MWUGmzyXVIlG2NwvzX0q4Q,Xw7ZjaGfr0WNVt6s_5KZfA,i-tDq8zC7ZmSqSbg_7oddA,"What an AMAZING occurrence that we ended up here after another barbecue place ran out of food!  So yeah, we started out at another spot and they were out of food when we got there. Super bummed and still in the mood for barbecue, we started wandering around Mid City and my trusty Yelp app guided me to this place. We were greeted by the super nice woman working the counter and she explained the whole process.  I decided to get the one-meat plate with ""wet"" pulled pork, grits and potato salad, I also got a medium mac and cheese, because I can. My boyfriend got the two-meat plate with brisket and pulled chicken with potato salad and fries. The food blew us both away! It was delicious from beginning to end. The pulled pork was perfect and had the perfect amount of sauce without being drenched. I could tell that if I hadn't ordered it wet it still would have been able to stand on it's own. The mac and cheese was incredible, and after the pork, was my favorite part of the meal. The stone ground grits had a different type of flavor (almost smoky) that I enjoyed and the potato salad was served cold and had that nice crunch that I like in potato salad,  We both agreed that the food was excellent, and a good deal to boot, and that we would both make the trip back out to Earhart, just to have more of this delicious food. The owner himself was bringing the food out to folks and he was really friendly and made sure that we were happy with everything. I like when the owners take the time to make sure that everything is okay. The atmosphere is casual and comfortable and the entire process was a breeze. I will definitely return to LA Smokehouse and I'll be adding it to my ""BBQ Favorites"" list for future reference.",5.0,24
2xIYKNiMuDpF2wWjT1RIKg,isilLts_tupKm4-pN2FAFQ,o2ETM4XZXENkzuAaYT2GIg,"Great atmosphere and decor. Super friendly staff seat you right away. I stopped once for lunch and one time for dinner. They have some lunch specials one of which was Pad Thai. I order with chicken as the protein but they have the typical options for this .  The portion was good for lunch and had good flavor.  For dinner I ordered the chicken satay to start and the Panang Curry with chicken for main course. I was very disappointed in the satay being that you only get two small skewers. The flavor and peanut dipping sauce were very good but they give a few more skewers.  The Panang was good and you get a good size portion of rice.  On a side note, I was disappointed they do not have Pad See Ew. Still some other options on the menu I will return to try.  The staff and manager really know customer service.  Look forward to returning soon!",4.0,0
1KPGzX7SK6-F1AuLCOZvbw,KWLxxZKAcdUOBqBLMPW22w,wa_bwyY57etHjtJ2Fw0E3g,"Wow have things changed at this location. I used to come here on a regular basis with a friend. I haven't been back in over a year and so couldn't wait to have lunch today. I was surprised at the deterioration in customer service...,.our server didn't smile, was unwilling to give a recommendation and didn't offer us a tea to go. When I used to come, every server was friendly, gave suggestions and always offered a tea to go.   The food was okay and probably would have been better if we had been treated better.  I noticed there was tape on the benches where the leather/vinyl is wearing out; this looks tacky.  This used to be my favorite lunch spot; this is no longer the case. I will not be back.",2.0,2
cvL4g3ycHGJIA2azYMnkHw,-u1pc6o7QmtdrN5i23CIng,oLc7k78_YcDMnMCdbC-h1A,"Very friendly staff and nice environment although the crowd was light surprisingly the both times I went there. Get yourself a $3.50 margarita after 4 on Tuesdays, they are pretty good.",4.0,0
gTBmyv_0E8LaCujbzP_oOw,5h9JA231vPilNAIjHxwGng,lj-E32x9_FA7GmUrBGBEWg,"My friends at work (connoisseurs of good food in the St. Louis area) introduced me to yet another very nice restaurant and that's Brio's!! I like everything about it - starting from the complimentary bread and chips to the bruschetta, pasta and salads !! Beautiful place.. The service adds to the charm !!",5.0,0
